KEY_TEXT,TEXT_KOR,TEXT_ENG,TEXT_ES,TEXT_FR,TEXT_DE,TEXT_AR,TEXT_CN,TEXT_CNT,TEXT_FI,TEXT_HE,TEXT_ID,TEXT_IT,TEXT_JP,TEXT_MS,TEXT_NL,TEXT_PL,TEXT_PT,TEXT_RU,TEXT_TH,TEXT_TR,TEXT_VI,
TID_KATANA_KID_GADGET_1,"초밥 간식","SUSHI SNACK","MERIENDA DE MAKIS","NOURRI AU SASHIMI","SUSHI-SNACK","وجبة السوشي الخفيفة","鲜鱼寿司","美味壽司","VÄLIPALASUSHI","נשנושי סושי","BEKAL SUSHI","SUSHI AL SACCO","ファスト寿司","SNEK SUSYI","SUSHISNACK","PRZEKĄSKA SUSHI","SUSHIZINHO MAROTO","РЫБНЫЙ ПЕРЕКУС","ซูชิของว่าง","SUŞİ LOKMASI","BỮA ĂN NHẸ SUSHI",
TID_KATANA_KID_GADGET_1_DESC,"최대 <color=#00cc00>3</color>마리의 물고기를 먹고 한 마리당 <color=#00cc00>1000</color> HP를 회복합니다.","Nori eats up to <color=#00cc00>3</color> fish to heal himself for <color=#00cc00>1000</color> per fish.","Nori se come hasta <color=#00cc00>3</color> peces y se cura <color=#00cc00>1000</color> de salud por cada uno.","Nori mange jusqu'à <color=#00cc00>3</color> poissons pour se soigner de <color=#00cc00>1000</color> par poisson.","Nori verzehrt bis zu <color=#00cc00>3</color> Fische, um sich pro Fisch um <color=#00cc00>1000</color> zu heilen.","يأكل نوري ما يصل إلى <color=#00cc00>3</color> من السمك ليعالج نفسه بمقدار <color=#00cc00>1000</color> لكل سمكة.","阿宪吃下最多<color=#00cc00>3</color>条鱼来治疗自己，每条鱼可恢复<color=#00cc00>1000</color>生命值。","憲吃下最多<color=#00cc00>3</color>條魚來治療自己，每條魚可恢復<color=#00cc00>1000</color>生命值。","Nori syö korkeintaan <color=#00cc00>3</color> kalaa ja parantuu <color=#00cc00>1000</color> pistettä kalaa kohti.","נורי אוכל עד <color=#00cc00>3</color> דגים כדי לרפא את עצמו ב-<color=#00cc00>1000</color> על כל דג.","Nori memakan <color=#00cc00>3</color> ikan untuk menyembuhkan diri sebesar <color=#00cc00>1000</color> per ikan.","Nori mangia fino a <color=#00cc00>3</color> pesci e ripristina <color=#00cc00>1000</color> punti salute per ciascuno.","最大<color=#00cc00>3</color>匹の魚を食べ、食べた魚の数x<color=#00cc00>1000</color>のHPを回復する。","Nori memakan sehingga <color=#00cc00>3</color> ikan untuk memulihkan <color=#00cc00>1000</color> setiap ikan.","Nori eet maximaal <color=#00cc00>3</color> vissen op om zichzelf te genezen met <color=#00cc00>1000</color> gezondheid per vis.","Nori je do <color=#00cc00>3</color> ryb, by wyleczyć się o <color=#00cc00>1000</color> PŻ za każdą rybę.","Nori pode comer até <color=#00cc00>3</color> peixes, restaurando <color=#00cc00>1000</color> de saúde por peixe consumido.","Нори съедает до <color=#00cc00>3</color> рыб, и каждая восстанавливает ему <color=#00cc00>1000</color> очк. здоровья.","โนริกินปลาสูงสุด <color=#00cc00>3</color> ตัวเพื่อรักษาตัวเอง <color=#00cc00>1000</color> หน่วยต่อปลาหนึ่งตัว","Nori, <color=#00cc00>3</color> adede kadar balık yiyerek kendini balık başına <color=#00cc00>1000</color> puan iyileştirir.","Nori ăn tối đa <color=#00cc00>3</color> con cá để tự hồi <color=#00cc00>1000</color> máu với mỗi con cá.",
TID_KATANA_KID_GADGET_2,"초대형 그물","GONNA NEED A BIGGER NET","PESCA DE ARRASTRE","FILET BIEN REMPLI","GRÖSSERES NETZ GESUCHT","مطلوب شبكة أكبر","天罗地网","天羅地網","TUOKAA ISOMPI VERKKO","נצטרך רשת גדולה יותר","JARING BESAR","RETE ACCHIAPPABRAWLER","投網漁","PERLUKAN JARING BESAR","DAT GAAT NETJES","SIEĆ NIGDY NIE ZA DUŻA","ARRASTÃO","СЕТЬ ДЛЯ КРУПНОЙ РЫБЫ","แหตากว้างกว่า","DAHA BÜYÜK AĞ","CẦN TẤM LƯỚI LỚN HƠN",
TID_KATANA_KID_GADGET_2_DESC,"그물을 이용해 공격에 첫 번째로 맞은 브롤러를 <color=#00cc00>1.25</color>초 동안 속박하고 <color=#00cc00>800</color>의 피해를 입힙니다.","Aim a fishing net that roots the first Brawler hit for <color=#00cc00>1.25</color> sec and deals <color=#00cc00>800</color> damage.","Apunta una red que inmoviliza durante <color=#00cc00>1.25</color> segundos al primer brawler al que golpea e inflige <color=#00cc00>800</color> de daño.","Lance un filet de pêche qui immobilise le premier brawler touché pendant <color=#00cc00>1.25</color> s et inflige <color=#00cc00>800</color> pts de dégâts.","Nori zielt mit einem Fischernetz, das den ersten getroffenen Brawler <color=#00cc00>1.25</color> Sekunden lang festhält und <color=#00cc00>800</color> Schaden verursacht.","يصوّب شبكة صيد تثبّت أول بطل تصيبه لمدة <color=#00cc00>1.25</color> ثوانٍ وتُلحق به <color=#00cc00>800</color> من الضرر.","阿宪撒出一张渔网，将命中的首个英雄禁锢<color=#00cc00>1.25</color>秒，并造成<color=#00cc00>800</color>伤害。","憲撒出一張漁網，將命中的第一個英雄禁錮<color=#00cc00>1.25</color>秒，並造成<color=#00cc00>800</color>傷害。","Tähtää kalastusverkolla, joka jäädyttää ensimmäisen osuman saaneen rämäpään paikalleen <color=#00cc00>1.25</color> sekunniksi ja tekee <color=#00cc00>800</color> pistettä tuhoa.","כוונו רשת דייגים שתפגע בבראולר הראשון למשך <color=#00cc00>1.25</color> שניות ותגרום <color=#00cc00>800</color> נזק.","Arahkan jaring ikan untuk menjebak Jagoan yang pertama kena selama <color=#00cc00>1.25</color> detik dan memberikan <color=#00cc00>800</color> kerusakan.","Prende la mira e lancia una rete da pesca che immobilizza il primo brawler colpito per <color=#00cc00>1.25</color> secondi e gli causa <color=#00cc00>800</color> punti danno.","指定した方向に投網を放り投げる。最初に命中したキャラクターは<color=#00cc00>800</color>ダメージを受け、<color=#00cc00>1.25</color>秒間にわたってその場から動けなくなる。","Sasarkan jaring yang merantai Brawler pertama selama <color=#00cc00>1.25</color> saat dan memberikan <color=#00cc00>800</color> kerosakan.","Richt een visnet dat de eerste geraakte knokker vastzet voor <color=#00cc00>1.25</color> sec. en <color=#00cc00>800</color> schade toebrengt.","Rzuć siecią, by unieruchomić pierwszego Zadymiarza na <color=#00cc00>1.25</color> s i zadać mu <color=#00cc00>800</color> pkt. obrażeń.","Lança uma rede de pesca que prende o primeiro Brawler atingido por <color=#00cc00>1.25</color>s e causa <color=#00cc00>800</color> de dano.","Прицеливается и бросает рыболовную сеть, которая обездвиживает первого задетого бойца на <color=#00cc00>1.25</color> с. и наносит <color=#00cc00>800</color> ед. урона.","เล็งแหจับปลาที่จะตรึงบรอว์เลอร์ตัวแรกที่โดนเป็นระยะเวลา <color=#00cc00>1.25</color> วินาทีและสร้างความเสียหาย <color=#00cc00>800</color> หน่วย","İsabet ettiği ilk savaşçıyı <color=#00cc00>1.25</color> saniyeliğine sabitleyen ve ona <color=#00cc00>800</color> hasar veren bir balık ağı atar.","Quăng ra một chiếc lưới đánh cá và khiến Chiến binh Brawl đầu tiên trúng phải bất động trong <color=#00cc00>1.25</color> giây, đồng thời gây ra <color=#00cc00>800</color> sát thương.",
TID_KATANA_KID_OVERCHARGE,"낚시 마스터","MASTER FISHERMAN","GRAN PESCADOR","HAMMEÇONNAGE","MEISTERANGLER","صياد السمك المتمرّس","捕鱼漩涡","釣魚大師","MESTARIKALASTAJA","דייג מומחה","NELAYAN MASTER","MULINELLO","釣り名人","NELAYAN ULUNG","MEESTERVISSER","MISTRZ WĘDKARSTWA","BOM DE PESCA","МАСТЕР-РЫБОЛОВ","ปรมาจารย์ยอดนักตกปลา","USTA BALIKÇI","CAO THỦ CÂU CÁ",
TID_KATANA_KID_OVERCHARGE_DESC,"노리가 물속으로 뛰어들면서 모든 적을 끌어당기고 광역 피해를 줍니다.","When Nori jumps into the water, he pulls all enemies in before dealing area damage!","Cuando Nori se lanza al agua, atrae a todos los enemigos e inflige daño de área.","Quand Nori saute dans l'eau, il attire tous les ennemis vers lui pour ensuite infliger des dégâts de zone !","Wenn Nori ins Wasser springt, zieht er sämtliche Gegner zu sich und verursacht danach Flächenschaden!","عندما يقفز نوري إلى الماء، يسحب كل الأعداء تجاهه قبل أن يُلحق ضرر المنطقة.","阿宪潜入水中时，会先将所有敌人拉向中心位置，再造成范围伤害！","憲潛入水中時，會先將所有敵人拉入中心，再造成範圍傷害！","Kun Nori hyppää veteen, hän vetää mukaansa kaikki vastustajat ja tekee sitten aluetuhoa!","כאשר נורי קופץ למים, הוא מושך את כל האויבים פנימה לפני שהוא גורם נזק לאזור!","Saat Nori melompat ke dalam air, dia menarik semua lawan ke arahnya sebelum memberikan kerusakan area!","Quando Nori si tuffa in acqua, attira a sé tutti i nemici e poi causa danni ad area.","水に飛び込み、すべての敵を引き寄せてから範囲ダメージを与える。","Apabila Nori melompat ke dalam air, dia menarik semua musuh sebelum melakukan kerosakan kawasan!","Als Nori in het water springt, trekt hij alle vijanden naar zich toe voordat hij gebiedsschade toebrengt!","Gdy Nori wskakuje do wody, wciąga ze sobą wszystkich wrogów, po czym zadaje obrażenia obszarowe!","Nori pula na água e atrai todos os inimigos em sua direção, atingindo-os com dano em área.","Прыгая в воду, Нори притягивает противников и наносит урон по области.","เมื่อโนริกระโดดลงน้ำ เขาจะดึงศัตรูทั้งหมดเข้าหาก่อนที่จะสร้างความเสียหายเป็นบริเวณ!","Nori suya atladığında, alan hasarı vermeden önce tüm düşmanları kendine çeker!","Khi Nori nhảy xuống nước, cậu ta sẽ kéo tất cả kẻ địch về phía mình và sau đó gây ra sát thương diện rộng!",
TID_FUTURE_GIRL,"웬디","WENDY","WENDY","WENDY","WENDY","ويندي","温蒂","溫蒂","WENDY","ונדי","WENDY","WENDY","ウェンディ","WENDY","WENDY","WENDY","WENDY","ВЕНДИ","เวนดี้","WENDY","WENDY",
TID_FUTURE_GIRL_DESC,"과거에 대한 향수에 젖어있는 똑똑한 과학자입니다. 수년간 수상한 기업의 연구소에서 일하다 그곳에서 떠나 윈드스탁을 설립했습니다. 지구를 해치는 대신 돕기 위해서죠!","A smart scientist, with a nostalgic soul. After years working in shady corporate laboratories, she left to build Windstock and help the planet, not harm it!","Cansada de trabajar para laboratorios de dudosa moralidad, esta inteligente a la par que nostálgica científica decidió fundar Eolia y ayudar al planeta en lugar de ponerlo en peligro.","Une scientifique brillante et un brin nostalgique. Après plusieurs années coincée dans des labos d'entreprises, elle a démissionné pour construire Windstock et aider la planète !","Eine clevere Wissenschaftlerin mit nostalgischer Ader. Nach Jahren der Arbeit in zwielichtigen Firmenlaboren hat sie diese hinter sich gelassen, um Windstock zu gründen und dem Planeten zu helfen, anstatt ihm zu schaden.","عالمة ذكية ذات روح تحن إلى الماضي. بعد سنوات من العمل في مختبرات شركات مشبوهة، غادرت لبناء مراوح الرياح ومساعدة الكوكب، بدلًا من الإضرار به!","温蒂是位怀旧的天才科学家，在为见不得光的公司实验室工作多年后，她决定离开，投入集风城的建设。她想做的是保护这颗星球，而不是伤害它！","溫蒂是位懷舊的天才科學家，在為見不得光的公司實驗室工作多年後，她決定辭職去建設集風城。她想保護這顆星球，而不是傷害它！","Fiksu tiedemies, jolla on kaihoisa luonne. Työskenneltyään vuosia epäilyttävien yritysten laboratorioissa hän lähti rakentaakseen Windstockin ja auttaakseen planeettaa sen vahingoittamisen sijaan!","מדענית חכמה, בעלת נשמה נוסטלגית. לאחר שנים של עבודה במעבדות תאגידיות מפוקפקות, עזבה כדי לבנות את וינדסטוק ולעזור לכדור הארץ, לא לפגוע בו!","Ilmuwan cerdas dengan jiwa penuh nostalgia. Setelah bertahun-tahun kerja di laboratorium milik megakorporasi jahat, dia pergi untuk membangun Windstock dan menyelamatkan planet!","Wendy è una scienziata dall'animo nostalgico che, dopo aver passato anni a lavorare nei laboratori di grandi corporazioni di dubbia moralità, ha deciso di cambiare vita e dedicarsi alla costruzione di Eolia, per cercare di salvare il pianeta.","聡明で昔気質な科学者であるウェンディは、怪しい企業のラボで働く日々に嫌気がさし、退職を決意したらしい。その後は環境に優しい街「ウィンドストック」を作るために、どこかに旅立って行ったという話だ。","Saintis pintar berjiwa nostalgia. Selepas bertahun-tahun bekerja di makmal korporat yang mencurigakan, dia meninggalkannya untuk membina Windstock dan membantu planet ini!","Een slimme wetenschapster met een nostalgisch hart. Na jaren bij dubieuze privélaboratoria te hebben gewerkt, heeft ze Windstock gesticht om de planeet niet te schaden, maar te helpen!","Inteligentna naukowczyni z nostalgią w duszy. Po latach pracy w podejrzanych korporacyjnych laboratoriach zdecydowała się odejść i zbudować Windstock, by pomóc planecie, zamiast ją niszczyć!","Cansada de trabalhar em laboratórios de corporações questionáveis, esta cientista brilhante e saudosa do passado decidiu fundar a pequena Ventópole para ajudar a salvar o planeta.","Талантливая учёная с ностальгическим взглядом на мир. После долгих лет работы в лабораториях не самой честной корпорации она решила уволиться и построить Виндсток, чтобы помогать планете, а не вредить ей.","นักวิทยาศาสตร์แสนชาญฉลาดผู้มีจิตวิญญาณแห่งวันวาน หลังจากใช้เวลานานนับปีทำงานในห้องแล็บทดลองขององค์กรยักษ์ใหญ่ที่น่าเคลือบแคลง ในที่สุดเธอก็ออกจากงานมาสร้างวินด์สต็อกและช่วยเหลือโลกใบนี้ เธอไม่อยากทำร้ายโลก!","Zeki bir bilim insanı ama ruhu nostaljiyle dolu. Şüpheli kurumsal laboratuvarlarda yıllarca çalıştıktan sonra gezegene zarar vermek yerine yardımcı olmak için işten ayrılıp Windstock'u kurdu.","Một nhà khoa học thông minh, với tâm hồn hoài cổ. Sau nhiều năm làm việc trong các phòng thí nghiệm của doanh nghiệp mờ ám, cô ấy đã rời đi để xây dựng Windstock và giúp đỡ hành tinh, chứ không phải làm hại nó!",
TID_FUTURE_GIRL_WEAPON,"헤어 드라이기","BLOW DRYER","SECADOR CUÁNTICO","SÈCHE-CHEVEUX","FÖHN","مجفف الشعر","吹风机","吹風機","HIUSTENKUIVAAJA","מייבש שיער","PENGERING RAMBUT","ASCIUGACAPELLI","ドライヤーガン","PENGHEMBUS ANGIN","WINDMAKER","SUSZARKA","SECADOR","ФЕН","ไดร์เป่าแห้ง","SAÇ KURUTMA MAKİNESİ","MÁY SẤY TÓC",
TID_FUTURE_GIRL_WEAPON_DESC,"웬디가 충격파를 발사해 <color=#00cc00>2000</color>의 피해를 입히고 자신에게 <color=#00cc00>1160</color>의 보호막을 부여합니다. 충격파가 아군에게 맞을 경우 <color=#00cc00>1520</color>의 보호막을 부여합니다.","Wendy fires a blast dealing <color=#00cc00>2000</color> damage and giving herself <color=#00cc00>1160</color> shield. When hitting a teammate, Wendy gives them <color=#00cc00>1520</color> shield.","Wendy dispara con su secador para infligir <color=#00cc00>2000</color> de daño y obtener un escudo de <color=#00cc00>1160</color>. Si golpea a un aliado, le otorga un escudo de <color=#00cc00>1520</color>.","Wendy utilise son sèche-cheveux pour infliger <color=#00cc00>2000</color> pts de dégâts et recevoir un bouclier de <color=#00cc00>1160</color>. Quand elle touche un allié, Wendy lui donne un bouclier de <color=#00cc00>1520</color>.","Wendy feuert einen Schuss ab, der <color=#00cc00>2000</color> Schaden verursacht und ihr einen Schild im Wert von <color=#00cc00>1160</color> verleiht. Trifft sie einen Teamkameraden, verleiht Wendy diesem einen Schild im Wert von <color=#00cc00>1520</color>.","تطلق ويندي قذيفة تُلحق <color=#00cc00>2000</color> ضررًا وتمنح نفسها درعًا بمقدار <color=#00cc00>1160</color>. وعند إصابة زميل بالفريق، تمنحه ويندي درعًا بمقدار <color=#00cc00>1520</color>.","温蒂发射一道冲击波，造成<color=#00cc00>2000</color>伤害，并为自己提供<color=#00cc00>1160</color>护盾。命中队友时，温蒂会为其提供<color=#00cc00>1520</color>护盾。","溫蒂發射一道衝擊波，造成<color=#00cc00>2000</color>傷害，並為自己提供<color=#00cc00>1160</color>護盾。命中隊友時，溫蒂會為其提供<color=#00cc00>1520</color>護盾。","Wendy laukaisee räjähdyksen, joka tekee <color=#00cc00>2000</color> pistettä tuhoa ja antaa hänelle <color=#00cc00>1160</color> pisteen suojakilven. Jos räjähdys osuu joukkuekaveriin, Wendy antaa heille <color=#00cc00>1520</color> pisteen suojakilven.","ונדי משגרת פיצוץ שמסב <color=#00cc00>2000</color> נזק ומעניק לה <color=#00cc00>1160</color> מגן. כאשר ונדי פוגעת בחברי קבוצה, היא מעניקה להם <color=#00cc00>1520</color> מגן.","Wendy menembakkan ledakan angin yang memberikan <color=#00cc00>2000</color> kerusakan dan <color=#00cc00>1160</color> perisai. Saat ledakan angin mengenai rekan, mereka akan menerima <color=#00cc00>1520</color> perisai.","Wendy spara un colpo che infligge <color=#00cc00>2000</color> punti danno e le fornisce uno scudo pari a <color=#00cc00>1160</color> punti salute. Quando colpisce un alleato, Wendy gli conferisce uno scudo pari a <color=#00cc00>1520</color> punti.","ブラスターを発射し、敵に<color=#00cc00>2000</color>ダメージを与えつつ、<color=#00cc00>1160</color>HP分のシールドを獲得する。味方に命中すると、その味方に<color=#00cc00>1520</color>HP分のシールドを付与する。","Wendy melepaskan tembakan yang melakukan <color=#00cc00>2000</color> kerosakan dan memberi <color=#00cc00>1160</color> perisai kepada diri sendiri. Jika mengenai rakan, mereka mendapat <color=#00cc00>1520</color> perisai.","Wendy vuurt een knal af die <color=#00cc00>2000</color> schade toebrengt en haar een schild met <color=#00cc00>1160</color> gezondheid geeft. Als ze een teamgenoot raakt, geeft Wendy die teamgenoot een schild met <color=#00cc00>1520</color> gezondheid.","Wendy strzela, zadając <color=#00cc00>2000</color> pkt. obrażeń i zyskuje <color=#00cc00>1160</color> pkt. tarczy. Trafienie sojusznika daje mu <color=#00cc00>1520</color> pkt. tarczy.","Wendy dispara uma rajada que causa <color=#00cc00>2000</color> de dano e lhe dá um escudo de <color=#00cc00>1160</color>. Caso o disparo da Wendy acerte um aliado, ele recebe um escudo de <color=#00cc00>1520</color>.","Венди делает выстрел, наносящий <color=#00cc00>2000</color> ед. урона и дающий ей щит прочностью <color=#00cc00>1160</color> ед. Задев союзника, Венди даёт ему щит прочностью <color=#00cc00>1520</color> ед.","เวนดี้ยิงระเบิดที่สร้างความเสียหาย <color=#00cc00>2000</color> หน่วยและมอบโล่ป้องกันให้กับตัวเธอเอง <color=#00cc00>1160</color> หน่วย เมื่อยิงใส่เพื่อนร่วมทีม เวนดี้จะมอบโล่ป้องกันให้กับพวกเขา <color=#00cc00>1520</color> หน่วย","Wendy bir patlamayla <color=#00cc00>2000</color> hasar verir ve <color=#00cc00>1160</color> kalkan kazanır. Takım arkadaşlarını vurursa onlara <color=#00cc00>1520</color> kalkan verir.","Wendy bắn ra một luồng năng lượng gây <color=#00cc00>2000</color> sát thương và tạo cho bản thân một khiên chắn có <color=#00cc00>1160</color> máu. Khi trúng đồng đội, Wendy tạo cho họ khiên chắn có <color=#00cc00>1520</color> máu.",
TID_FUTURE_GIRL_ULTI,"지구 지킴이","PLANET PROTECTOR","PROTECTORA PLANETARIA","DÔME PROTECTEUR","PLANETENBESCHÜTZERIN","حامية الكوكب","星球守护","星球守護","PLANEETAN SUOJELIJA","ידידותי לסביבה","PROTEKTOR PLANET","CUPULA PROTETTIVA","プラネットプロテクター","PELINDUNG PLANET","PLANEETPROTECTOR","OBROŃCZYNI PLANETY","PROTETORA DO PLANETA","ЗАЩИТНИЦА ПЛАНЕТЫ","ผู้พิทักษ์โลก","GEZEGEN KORUYUCUSU","NGƯỜI BẢO VỆ HÀNH TINH",
TID_FUTURE_GIRL_ULTI_DESC,"웬디가 보호막 생성기를 배치해 생성기 범위 내에서 웬디와 아군이 받는 피해량의 <color=#00cc00>75%</color>를 흡수합니다.","Wendy deploys a shield generator that absorbs <color=#00cc00>75%</color> of damage taken by Wendy and her teammates within its range.","Wendy despliega un generador de escudo que absorbe un <color=#00cc00>75 %</color> del daño que reciben ella y los aliados dentro del área de efecto.","Wendy déploie un générateur de bouclier qui absorbe <color=#00cc00>75 %</color> des dégâts subis par Wendy et ses alliés quand ils sont à sa portée.","Wendy stellt einen Schildgenerator auf, der <color=#00cc00>75 %</color> des Schadens absorbiert, den Wendy und ihre Teamkameraden innerhalb seiner Reichweite erleiden.","تنشر ويندي مولّد درع يمتص <color=#00cc00>75%</color> من الضرر الذي تتعرض له هي وزملاؤها بالفريق داخل نطاقه.","温蒂部署一个护盾发生器，为自己和范围内的队友提供<color=#00cc00>75%</color>的减伤护盾。","溫蒂部署一個護盾產生器，為自己和範圍內的隊友提供<color=#00cc00>75%</color>的減傷護盾。","Wendy sijoittaa kilpigeneraattorin, joka imee <color=#00cc00>75 %</color> Wendyn ja joukkuekavereiden generaattorin alueella kärsimästä vahingosta.","ונדי מציבה מחולל מגן שסופג <color=#00cc00>%75</color> מהנזק שוונדי וחברי הקבוצה שלה סופגים בטווח הפגיעה.","Wendy mengerahkan generator perisai yang menyerap <color=#00cc00>75%</color> kerusakan yang diterima Wendy dan rekan dalam jangkauan.","Wendy genera uno scudo che assorbe il <color=#00cc00>75%</color> dei danni subiti da lei e dagli alleati a portata.","シールド発生装置を設置し、範囲内で自分と味方が受けるダメージを<color=#00cc00>75％</color>軽減する。","Wendy mengerahkan penjana perisai yang menyerap <color=#00cc00>75%</color> kerosakan untuk dirinya dan rakan sepasukan dalam julat.","Wendy zet een schildgenerator in die <color=#00cc00>75%</color> van de schade absorbeert die Wendy en haar teamgenoten incasseren binnen het bereik van de generator.","Wendy rozstawia generator tarczy, który pochłania <color=#00cc00>75%</color> obrażeń przyjmowanych przez Wendy oraz sojuszników w jego zasięgu.","Wendy mobiliza um gerador de escudo que absorve <color=#00cc00>75%</color> do dano recebido por ela e pelos aliados dentro do alcance.","Венди ставит генератор щита, поглощающий <color=#00cc00>75 %</color> урона, полученного Венди и её союзниками в области его действия.","เวนดี้วางเครื่องสร้างโล่ป้องกันที่ดูดซับความเสียหาย <color=#00cc00>75%</color> ของความเสียหายที่เวนดี้และเพื่อนร่วมทีมที่อยู่ในระยะได้รับ","Wendy, menzili içinde kendisinin ve takım arkadaşlarının aldığı hasarı <color=#00cc00>%75</color> azaltan bir Kalkan Jeneratörü yerleştirir.","Wendy triển khai một máy tạo khiên hấp thụ <color=#00cc00>75%</color> lượng sát thương mà Wendy và đồng đội trong phạm vi đã nhận.",
TID_FUTURE_GIRL_SP_1,"둔화 실드","SLOWING SHIELD","ESCUDO HIPERBÁRICO","BOUCLIER RALENTISSEUR","VERLANGSAMENDER SCHILD","الدرع المبطئ","迟滞护盾","遲滯護盾","HIDASTUSKILPI","מגן מאט","PERISAI PELAMBAT","SCUDO RALLENTANTE","スローダウンシールド","PERISAI PERLAHAN","SCHILDBEWIND","TARCZA SPOWALNIAJĄCA","ESCUDO DESACELERADOR","ЗАМЕДЛЯЮЩИЙ ЩИТ","โล่ป้องกันเชื่องช้า","YAVAŞLATAN KALKAN","KHIÊN LÀM CHẬM",
TID_FUTURE_GIRL_SP_1_DESC,"웬디의 보호막 생성기 안에 있는 적의 속도가 느려집니다.","Enemies in Wendy's shield generator are slowed.","El generador de escudo de Wendy ralentiza a los enemigos a su alcance.","Les ennemis dans le générateur de bouclier de Wendy sont ralentis.","Gegner in Wendys Schildgenerator werden verlangsamt.","يتباطأ الأعداء المتواجدون داخل نطاق مولّد درع ويندي.","处于温蒂护盾发生器内的敌人会被减速。","位於溫蒂護盾產生器範圍內的敵人會被減速。","Wendyn kilpigeneraattorissa olevat vastustajat hidastuvat.","התקדמות האויבים במחולל המגינים של ונדי מואטת.","Lawan dalam generator perisai Wendy akan dilambatkan.","I nemici che si trovano all'interno dello scudo generato da Wendy vengono rallentati.","シールド発生装置の範囲内の敵にスローダウン効果を付与する。","Musuh dalam penjana perisai Wendy akan diperlahankan.","Vijanden in Wendy's schildgenerator worden vertraagd.","Spowalnia wrogów w generatorze tarczy Wendy.","Os inimigos dentro do gerador de escudo da Wendy ficam mais lentos.","Враги в области действия генератора щита Венди замедляются.","ศัตรูจะช้าลงเมื่ออยู่ในระยะส่งผลของเครื่องสร้างโล่ป้องกันของเวนดี้","Wendy’nin Kalkan Jeneratörünün etrafındaki düşmanlar yavaşlar.","Kẻ địch ở trong phạm vi máy tạo khiên của Wendy sẽ hoạt động chậm hơn.",
TID_FUTURE_GIRL_SP_2,"태양 실드","SOLAR SHIELD","ESCUDO SOLAR","BOUCLIER SOLAIRE","SOLAR-SCHILD","الدرع الشمسي","太阳能盾","太陽能盾","AURINKOKILPI","מגן שמש","PERISAI SURYA","SCUDO SOLARE","ソーラーシールド","PERISAI SOLAR","ZONNESCHILD","TARCZA SOLARNA","ESCUDO SOLAR","СОЛНЕЧНЫЙ ЩИТ","โล่ป้องกันพลังแสงอาทิตย์","GÜNEŞ KALKANI","KHIÊN MẶT TRỜI",
TID_FUTURE_GIRL_SP_2_DESC,"웬디의 보호막 생성기가 <color=#00cc00>2000</color> HP를 추가로 얻습니다.","Wendy's shield generator gains an additional <color=#00cc00>2000</color> health.","El generador de escudo de Wendy obtiene <color=#00cc00>2000</color> de salud extra.","Le générateur de bouclier de Wendy gagne <color=#00cc00> 2000</color> PV supplémentaires.","Wendys Schildgenerator erhält <color=#00cc00>2000</color> zusätzliche Trefferpunkte.","يكتسب مولّد درع ويندي <color=#00cc00> 2000</color> من الصحة الإضافية.","温蒂的护盾发生器生命值提升<color=#00cc00>2000</color>。","溫蒂的護盾產生器生命值提升<color=#00cc00>2000</color>。","Wendyn kilpigeneraattori saa <color=#00cc00>2000</color> pistettä lisää elinvoimaa.","מחולל המגינים של ונדי צובר <color=#00cc00>2000</color> בריאות נוספת.","Generator perisai Wendy mendapatkan <color=#00cc00>2000</color> kesehatan tambahan.","Lo scudo generato da Wendy ottiene <color=#00cc00>2000</color> punti salute in più.","シールド発生装置のHPが<color=#00cc00>2000</color>増加する。","Penjana perisai Wendy memperoleh <color=#00cc00> 2000</color> nilai nyawa tambahan.","Wendy's schildgenerator krijgt <color=#00cc00>2000</color> extra gezondheid.","Generator tarczy Wendy zyskuje dodatkowo <color=#00cc00>2000</color> PŻ.","O gerador de escudo da Wendy recebe <color=#00cc00>+2000</color> de saúde.","Генератор щита получает дополнительно <color=#00cc00>2000</color> ед. прочности.","เครื่องสร้างโล่ป้องกันของเวนดี้มีพลังชีวิตเพิ่มเติม <color=#00cc00> 2000</color> หน่วย","Wendy’nin Kalkan Jeneratörü ek <color=#00cc00>2000</color> sağlık kazanır.","Máy tạo khiên của Wendy có thêm <color=#00cc00> 2000</color> máu.",
TID_FUTURE_GIRL_GADGET_1,"풍력 발전","WIND-POWERED","ENERGÍA EÓLICA","AÉRO-PROPULSION","WINDGETRIEBEN","طاقة الرياح","风力驱动","風力驅動","TUULIVOIMAA","בעזרת הרוח","TENAGA ANGIN","PIATTAFORMA EOLICA","風力発電","BERKUASA ANGIN","WINDAANGEDREVEN","ENERGIA WIATROWA","ENERGIA EÓLICA","ВЕТРОГЕНЕРАТОР","ระบบขับเคลื่อนพลังลม","RÜZGAR GÜCÜ","CHẠY BẰNG SỨC GIÓ",
